Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,Demand_MW_z23,Demand_MW_z24
,,,,,,,,18,53.39650559,47.95797261,88.99417598,36.58649457,35.1032583,67.24004407,61.8015111,84.54446718,86.52211554,96.41035731,0,0,131.0192035,95.91594522,156.7286321,49.44120888,0,164.6392256,89.48858807,63.28474736,0,0,0,0
,,,,,,,,19,54.12749881,48.61451282,90.21249802,37.0873603,35.58381866,68.16055406,62.64756807,85.70187312,87.7065953,97.73020619,0,0,132.8128443,97.22902564,158.8742326,50.11805446,0,166.8931213,90.71367857,64.1511097,0,0,0,0
,,,,,,,,20,53.31150637,47.88163072,88.85251061,36.52825436,35.04737919,67.13300802,61.70313237,84.40988508,86.38438532,96.25688649,0,0,130.8106406,95.76326144,156.4791437,49.36250589,0,164.3771446,89.34613567,63.18400755,0,0,0,0
,,,,,,,,21,51.96851883,46.67542894,86.61419804,35.6080592,34.16448923,65.44183852,60.14874864,82.28348814,84.2082481,93.83204788,0,0,127.5153471,93.35085789,152.5372266,48.11899891,0,160.2362664,87.09538803,61.59231861,0,0,0,0
,,,,,,,,22,49.14654495,44.14087834,81.91090825,33.6744845,32.3093027,61.88824179,56.88257518,77.81536284,79.63560525,88.73681727,0,0,120.5910594,88.28175667,144.2542106,45.50606014,0,151.5351803,82.36596885,58.24775698,0,0,0,0
,,,,,,,,23,45.88257517,41.20934992,76.47095861,31.43806076,30.16354479,57.77805762,53.10483237,72.64741068,74.34676532,82.84353849,0,0,112.5822446,82.41869984,134.6738549,42.48386589,0,141.4712734,76.89579727,54.37934835,0,0,0,0
,,,,,,,,24,43.14560051,38.7511412,71.90933419,29.56272628,28.36423737,54.33149694,49.93703763,68.31386748,69.91185268,77.90177871,0,0,105.8665198,77.5022824,126.6403274,39.94963011,0,133.0322683,72.30883049,51.13552653,0,0,0,0
,,,,,,,,25,41.581615,37.34645051,69.30269166,28.49110657,27.33606171,52.3620337,48.12686921,65.83755708,67.37761689,75.07791597,0,0,102.0289627,74.69290101,122.0497403,38.50149537,0,128.2099796,69.68770662,49.28191407,0,0,0,0
,,,,,,,,26,41.02062018,36.84259405,68.36770029,28.10672123,26.96725956,51.65559578,47.47756965,64.94931528,66.46859751,74.06500865,0,0,100.6524477,73.6851881,120.4031166,37.98205572,0,126.4802455,68.74752085,48.61703132,0,0,0,0
,,,,,,,,27,40.73162286,36.58303165,67.88603811,27.90870455,26.77727059,51.29167324,47.14308202,64.4917362,66.00031482,73.54320795,0,0,99.94333388,73.16606329,119.554856,37.71446561,0,125.5891705,68.26318276,48.27451599,0,0,0,0
,,,,,,,,28,40.81662208,36.65937354,68.02770347,27.96694476,26.8331497,51.39870929,47.24146075,64.6263183,66.13804504,73.69667876,0,0,100.1518968,73.31874708,119.8043445,37.7931686,0,125.8512514,68.40563516,48.3752558,0,0,0,0
,,,,,,,,29,41.581615,37.34645051,69.30269166,28.49110657,27.33606171,52.3620337,48.12686921,65.83755708,67.37761689,75.07791597,0,0,102.0289627,74.69290101,122.0497403,38.50149537,0,128.2099796,69.68770662,49.28191407,0,0,0,0
,,,,,,,,30,43.77459467,39.31607114,72.95765779,29.99370376,28.77774279,55.12356366,50.66504013,69.3097749,70.93105618,79.03746261,0,0,107.4098851,78.63214228,128.4865418,40.53203211,0,134.9716669,73.36297811,51.88100109,0,0,0,0
,,,,,,,,31,46.85156617,42.0796474,78.08594362,32.10199904,30.80056665,58.99826851,54.22634974,74.18164644,75.91688963,84.59310559,0,0,114.9598614,84.15929479,137.5180229,43.38107979,0,144.4589957,78.51975442,55.52778213,0,0,0,0
,,,,,,,,32,46.05257357,41.36203367,76.75428928,31.55454115,30.275303,57.99212968,53.30158978,72.91657482,74.62222569,83.15048006,0,0,112.9993703,82.72406734,135.1728317,42.64127182,0,141.9954352,77.180702,54.58082794,0,0,0,0
,,,,,,,,33,45.62757754,40.98032427,76.04596257,31.26334017,29.99590746,57.4569495,52.80969623,72.24366444,73.93357472,82.38312612,0,0,111.956556,81.96064855,133.9253896,42.24775698,0,140.6850308,76.46844014,54.07712894,0,0,0,0
,,,,,,,,34,45.20258147,40.59861484,75.33763579,30.97213916,29.71651189,56.92176926,52.31780263,71.570754,73.24492368,81.61577211,0,0,110.9137416,81.19722968,132.6779475,41.85424211,0,139.3746262,75.75617821,53.57342989,0,0,0,0
,,,,,,,,35,44.91358412,40.33905241,74.85597354,30.77412245,29.5265229,56.55784667,51.98331496,71.11317486,72.77664094,81.09397133,0,0,110.2046277,80.67810481,131.8296867,41.58665196,0,138.483551,75.27184006,53.23091452,0,0,0,0
,,,,,,,,36,44.62458681,40.07949,74.37431135,30.57610578,29.33653392,56.19392413,51.64882732,70.65559578,72.30835825,80.57217063,0,0,109.4955139,80.15898001,130.9814261,41.31906186,0,137.592476,74.78750197,52.88839918,0,0,0,0
,,,,,,,,37,44.11459152,39.62143868,73.5243192,30.22666456,29.00125924,55.55170784,51.058555,69.84810324,71.481977,79.6513458,0,0,108.2441366,79.24287736,129.4844955,40.846844,0,136.0199905,73.93278764,52.28396032,0,0,0,0
,,,,,,,,38,44.09759168,39.6061703,73.49598613,30.21501652,28.99008342,55.53030063,51.03887925,69.82118682,71.45443096,79.62065164,0,0,108.202424,79.2123406,129.4345978,40.8311034,0,135.9675743,73.90429716,52.26381236,0,0,0,0
,,,,,,,,39,43.68959545,39.23972925,72.81599242,29.93546355,28.72186368,55.01652761,50.5666614,69.1751928,70.79332596,78.88399179,0,0,107.2013222,78.4794585,128.2370533,40.45332912,0,134.709586,73.22052571,51.78026128,0,0,0,0
,,,,,,,,40,43.46859752,39.04124036,72.44766253,29.78403904,28.576578,54.73823391,50.31087675,68.8252794,70.43522746,78.48496774,0,0,106.6590587,78.08248072,127.5883834,40.2487014,0,134.0281757,72.85014954,51.5183378,0,0,0,0
,,,,,,,,41,46.06957341,41.37730205,76.78262236,31.56618919,30.28647882,58.01353689,53.32126553,72.94349124,74.64977174,83.18117422,0,0,113.0410829,82.7546041,135.2227294,42.65701242,0,142.0478514,77.20919248,54.6009759,0,0,0,0
,,,,,,,,42,52.54651345,47.19455375,87.57752242,36.00409255,34.54446718,66.16968361,60.8177239,83.1986463,85.14481346,94.87564929,0,0,128.9335747,94.3891075,154.2337478,48.65417912,0,162.0184165,88.06406421,62.27734928,0,0,0,0
,,,,,,,,43,53.14150796,47.72894697,88.56917994,36.41177397,34.93562098,66.91893595,61.50637496,84.14072094,86.10892494,95.94994493,0,0,130.3935149,95.45789393,155.9801669,49.20509996,0,163.8529829,89.06123094,62.98252796,0,0,0,0
,,,,,,,,44,52.95450968,47.5609948,88.25751613,36.28364552,34.81268692,66.68345663,61.28994175,83.84464032,85.80591846,95.61230914,0,0,129.9346765,95.1219896,155.4312923,49.0319534,0,163.2764048,88.74783566,62.76090036,0,0,0,0
,,,,,,,,45,51.49252323,46.24791438,85.82087204,35.28191406,33.85156619,64.84243665,59.59782781,81.52982844,83.43695893,92.97261138,0,0,126.347395,92.49582876,151.1400913,47.67826225,0,158.7686133,86.29765466,61.02817567,0,0,0,0
,,,,,,,,46,48.65354951,43.69809539,81.08924918,33.33669133,31.98520384,61.26743271,56.3119786,77.03478672,78.83677004,87.84668661,0,0,119.3813946,87.39619078,142.8071777,45.04958288,0,150.015111,81.53974501,57.66346608,0,0,0,0
,,,,,,,,47,45.72957657,41.07193451,76.21596095,31.33322839,30.06296237,57.58539272,52.92775066,72.4051629,74.09885092,82.56729103,0,0,112.2068314,82.14386902,134.2247757,42.34220053,0,140.9995278,76.63938295,54.19801667,0,0,0,0
,,,,,,,,48,43.04360145,38.65953093,71.73933575,29.49283803,28.29718243,54.20305368,49.81898316,68.15236896,69.74657642,77.71761373,0,0,105.6162443,77.31906186,126.3409413,39.85518653,0,132.7177711,72.13788761,51.01463875,0,0,0,0
,,,,,,,,49,41.66661418,37.42279237,69.44435697,28.54934675,27.3919408,52.46906971,48.22524789,65.97213912,67.51534705,75.23138672,0,0,102.2375255,74.84558473,122.2992287,38.58019832,0,128.4720604,69.83015895,49.38265384,0,0,0,0
,,,,,,,,50,41.17361877,36.98000946,68.62269796,28.2115536,27.06784197,51.84826068,47.65465136,65.19156306,66.7165119,74.34125612,0,0,101.0278609,73.96001891,120.8521958,38.12372109,0,126.9519912,69.00393517,48.79836299,0,0,0,0
,,,,,,,,51,40.79962224,36.64410516,67.9993704,27.95529672,26.82197388,51.37730208,47.221785,64.59940188,66.110499,73.6659846,0,0,100.1101842,73.28821032,119.7544468,37.777428,0,125.7988352,68.37714468,48.35510784,0,0,0,0
,,,,,,,,52,40.9526208,36.78152053,68.254368,28.06012907,26.92255627,51.56996693,47.39886667,64.8416496,66.35841333,73.942232,0,0,100.4855973,73.56304107,120.2035259,37.91909333,0,126.2705808,68.63355893,48.53643947,0,0,0,0
,,,,,,,,53,41.76861325,37.51440264,69.61435541,28.619235,27.45899575,52.59751298,48.34330237,66.13363764,67.68062332,75.41555169,0,0,102.487801,75.02880528,122.5986148,38.67464189,0,128.7865575,70.00110183,49.50354163,0,0,0,0
,,,,,,,,54,44.13159136,39.63670706,73.55265227,30.2383126,29.01243506,55.57311505,51.07823075,69.87501966,71.50952304,79.68203996,0,0,108.2858492,79.27341412,129.5343932,40.8625846,0,136.0724067,73.96127812,52.30410828,0,0,0,0
,,,,,,,,55,47.36156146,42.53769872,78.93593577,32.45144026,31.13584133,59.6404848,54.81662206,74.98913898,76.74327089,85.51393042,0,0,116.2112388,85.07539744,139.0149535,43.85329765,0,146.0314812,79.37446874,56.13222099,0,0,0,0
,,,,,,,,56,46.32457108,41.60632773,77.20761846,31.74090981,30.45411617,58.33464506,53.61640171,73.34723754,75.06296239,83.64158667,0,0,113.6667716,83.21265545,135.9711947,42.89312137,0,142.8340942,77.63654968,54.90319535,0,0,0,0
,,,,,,,,57,46.03557373,41.34676529,76.72595621,31.54289311,30.26412717,57.97072247,53.28191404,72.8896584,74.59467965,83.11978589,0,0,112.9576578,82.69353058,135.122934,42.62553123,0,141.943019,77.15221152,54.56067997,0,0,0,0
,,,,,,,,58,45.62757754,40.98032427,76.04596257,31.26334017,29.99590746,57.4569495,52.80969623,72.24366444,73.93357472,82.38312612,0,0,111.956556,81.96064855,133.9253896,42.24775698,0,140.6850308,76.46844014,54.07712894,0,0,0,0
,,,,,,,,59,45.20258147,40.59861484,75.33763579,30.97213916,29.71651189,56.92176926,52.31780263,71.570754,73.24492368,81.61577211,0,0,110.9137416,81.19722968,132.6779475,41.85424211,0,139.3746262,75.75617821,53.57342989,0,0,0,0
,,,,,,,,60,44.6585865,40.11002676,74.43097749,30.59940186,29.35888557,56.23673855,51.68817882,70.70942862,72.36345034,80.63355895,0,0,109.5789391,80.22005352,131.0812215,41.35054305,0,137.6973084,74.84448293,52.92869511,0,0,0,0
,,,,,,,,61,44.31858965,39.80465922,73.86431608,30.36644106,29.13536912,55.80859437,51.29466395,70.17110028,71.81252953,80.01967576,0,0,108.7446876,79.60931845,130.0832678,41.03573116,0,136.6489848,74.2746734,52.52573588,0,0,0,0
,,,,,,,,62,43.75759483,39.30080276,72.92932472,29.98205572,28.76656697,55.10215645,50.64536439,69.28285848,70.90351014,79.00676844,0,0,107.3681725,78.60160553,128.4366441,40.51629151,0,134.9192507,73.33448763,51.86085313,0,0,0,0
,,,,,,,,63,43.57059658,39.13285063,72.61766097,29.85392729,28.64363294,54.86667718,50.42893123,68.98677792,70.60050372,78.66913272,0,0,106.9093342,78.26570127,127.8877696,40.34314498,0,134.3426728,73.02109242,51.63922558,0,0,0,0
,,,,,,,,64,43.28159923,38.8732882,72.13599872,29.65591058,28.45364394,54.50275459,50.09444355,68.52919878,70.13222097,78.14733194,0,0,106.2002203,77.74657639,127.0395088,40.07555484,0,133.4515976,72.53675426,51.2967102,0,0,0,0
,,,,,,,,65,41.12261924,36.93420432,68.53769874,28.17660948,27.0343145,51.78403905,47.59562412,65.1108138,66.63387377,74.24917363,0,0,100.9027231,73.86840864,120.7025028,38.0764993,0,126.7947427,68.91846373,48.7379191,0,0,0,0
,,,,,,,,66,51.32252478,46.09523059,85.53754131,35.16543365,33.73980796,64.62836454,59.40107035,81.26066424,83.16149849,92.66566975,0,0,125.9302691,92.19046118,150.6411144,47.52085628,0,158.2444514,86.01274987,60.82669604,0,0,0,0
,,,,,,,,67,51.5605226,46.30898789,85.93420434,35.32850623,33.89626949,64.9280655,59.67653079,81.63749412,83.54714311,93.09538803,0,0,126.5142453,92.61797579,151.3396821,47.74122463,0,158.978278,86.41161658,61.10876753,0,0,0,0
,,,,,,,,68,50.82952934,45.65244765,84.71588223,34.82764047,33.4157091,64.00755546,58.83047377,80.48008812,82.36266328,91.77553908,0,0,124.7206044,91.30489529,149.1940815,47.06437902,0,156.7243821,85.18652602,60.24240514,0,0,0,0
,,,,,,,,69,49.58854086,44.53785615,82.64756811,33.97733355,32.59987409,62.44482924,57.39414452,78.5151897,80.35180232,89.53486545,0,0,121.6755864,89.07571229,145.5515505,45.91531561,0,152.898001,83.10672126,58.77160399,0,0,0,0
,,,,,,,,70,47.92255628,43.04155518,79.87092714,32.8358256,31.50464348,60.34692273,55.46592162,75.87738078,77.65229027,86.52683773,0,0,117.5877538,86.08311036,140.6615772,44.3727373,0,147.7612152,80.31465451,56.79710374,0,0,0,0
,,,,,,,,71,45.91657485,41.23988668,76.52762476,31.46135684,30.18589643,57.82087204,53.14418386,72.70124352,74.4018574,82.90492682,0,0,112.6656698,82.47977335,134.7736503,42.51534709,0,141.5761058,76.95277823,54.41964427,0,0,0,0
,,,,,,,,72,43.60459627,39.16338739,72.67432712,29.87722337,28.66598458,54.9094916,50.46828272,69.04061076,70.65559581,78.73052104,0,0,106.9927594,78.32677478,127.987565,40.37462618,0,134.4475052,73.07807338,51.6795215,0,0,0,0
,,,,,,,,73,42.05761056,37.77396504,70.0960176,28.81725168,27.64898472,52.96143552,48.67779,66.59121672,68.148906,75.9373524,0,0,103.1969148,75.54793008,123.4468754,38.942232,0,129.6776326,70.48543992,49.84605696,0,0,0,0
,,,,,,,,74,41.4286164,37.2090351,69.047694,28.3862742,27.2354793,52.1693688,47.9497875,65.5953093,67.1297025,74.8016685,0,0,101.6535495,74.4180702,121.6006611,38.35983,0,127.7382339,69.4312923,49.1005824,0,0,0,0
,,,,,,,,75,41.19061862,36.99527783,68.65103103,28.22320165,27.0790178,51.86966789,47.67432711,65.21847948,66.74405795,74.37195028,0,0,101.0695735,73.99055567,120.9020935,38.13946168,0,127.0044074,69.03242565,48.81851096,0,0,0,0
,,,,,,,,76,41.03762002,36.85786243,68.39603337,28.11836927,26.97843538,51.67700299,47.49724539,64.9762317,66.49614355,74.09570282,0,0,100.6941602,73.71572485,120.4530143,37.99779632,0,126.5326617,68.77601133,48.63717928,0,0,0,0
,,,,,,,,77,41.49661578,37.27010861,69.16102629,28.43286637,27.28018259,52.25499764,48.02849048,65.70297498,67.23988668,74.92444515,0,0,101.8203998,74.54021723,121.8002519,38.42279239,0,127.9478986,69.54525422,49.18117425,0,0,0,0
,,,,,,,,78,42.44860694,38.12513771,70.74767823,29.08515661,27.90602864,53.45380133,49.13033211,67.21029432,68.78246495,76.64331808,0,0,104.1563041,76.25027543,124.5945222,39.30426568,0,130.8832047,71.14072089,50.30946008,0,0,0,0
,,,,,,,,79,43.53659689,39.10231388,72.56099482,29.8306312,28.62128129,54.82386275,50.38957974,68.93294508,70.54541163,78.60774439,0,0,106.825909,78.20462775,127.7879742,40.31166379,0,134.2378404,72.96411146,51.59892965,0,0,0,0
,,,,,,,,80,42.7036046,38.35416339,71.17267434,29.25987723,28.07366599,53.7749095,49.42546829,67.61404062,69.19565561,77.10373053,0,0,104.7819928,76.70832679,125.3429876,39.54037463,0,131.6694475,71.56807808,50.61167953,0,0,0,0
,,,,,,,,81,43.12860067,38.73587282,71.88100112,29.55107824,28.35306155,54.31008973,49.91736189,68.28695106,69.88430664,77.87108454,0,0,105.8248072,77.47174565,126.5904297,39.93388951,0,132.9798521,72.28034001,51.11537857,0,0,0,0
,,,,,,,,82,43.31559892,38.90382495,72.19266486,29.67920667,28.47599558,54.54556901,50.13379504,68.58303162,70.18731306,78.20872027,0,0,106.2836455,77.80764991,127.1393042,40.10703604,0,133.55643,72.59373522,51.33700612,0,0,0,0
,,,,,,,,83,42.87360301,38.50684714,71.45600501,29.37635762,28.1854242,53.98898156,49.6222257,67.88320476,69.47111598,77.41067209,0,0,105.1991185,77.01369429,125.8419644,39.69778056,0,132.1936093,71.85298282,50.81315912,0,0,0,0
,,,,,,,,84,41.92161184,37.65181805,69.86935307,28.72406737,27.55957816,52.79017788,48.52038408,66.37588542,67.92853771,75.69179916,0,0,102.8632142,75.30363609,123.047694,38.81630726,0,129.2583032,70.25751615,49.6848733,0,0,0,0
,,,,,,,,85,42.36360776,38.04879585,70.60601293,29.02691643,27.85014954,53.34676532,49.03195342,67.07571228,68.64473479,76.48984734,0,0,103.9477413,76.09759171,124.3450339,39.22556274,0,130.6211239,70.99826855,50.2087203,0,0,0,0
,,,,,,,,86,41.904612,37.63654967,69.84102,28.71241933,27.54840233,52.76877067,48.50070833,66.348969,67.90099167,75.661105,0,0,102.8215017,75.27309933,122.9977963,38.80056667,0,129.205887,70.22902567,49.66472533,0,0,0,0
,,,,,,,,87,41.68361403,37.43806074,69.47269004,28.5609948,27.40311663,52.49047692,48.24492364,65.99905554,67.5428931,75.26208088,0,0,102.2792381,74.87612149,122.3491264,38.59593891,0,128.5244766,69.85864943,49.40280181,0,0,0,0
,,,,,,,,88,41.03762002,36.85786243,68.39603337,28.11836927,26.97843538,51.67700299,47.49724539,64.9762317,66.49614355,74.09570282,0,0,100.6941602,73.71572485,120.4530143,37.99779632,0,126.5326617,68.77601133,48.63717928,0,0,0,0
,,,,,,,,89,43.57059658,39.13285063,72.61766097,29.85392729,28.64363294,54.86667718,50.42893123,68.98677792,70.60050372,78.66913272,0,0,106.9093342,78.26570127,127.8877696,40.34314498,0,134.3426728,73.02109242,51.63922558,0,0,0,0
,,,,,,,,90,50.09853611,44.99590744,83.49756019,34.32677474,32.93514874,63.08704548,57.9844168,79.32268218,81.17818352,90.45569021,0,0,122.9269636,89.99181487,147.048481,46.38753344,0,154.4704864,83.96143552,59.3760428,0,0,0,0
,,,,,,,,91,50.16653549,45.05698095,83.61089248,34.37336691,32.97985204,63.17267432,58.06311978,79.43034786,81.28836769,90.57846686,0,0,123.0938139,90.1139619,147.2480718,46.45049582,0,154.6801511,84.07539744,59.45663466,0,0,0,0
,,,,,,,,92,49.41854242,44.38517236,82.36423737,33.86085314,32.48811585,62.23075712,57.19738706,78.2460255,80.07634189,89.22792382,0,0,121.2584606,88.77034472,145.0525736,45.75790965,0,152.3738391,82.82181646,58.57012435,0,0,0,0
,,,,,,,,93,48.29655282,43.37745947,80.49425469,33.09208249,31.75051157,60.81788132,55.89878798,76.46954196,78.25830318,87.20210925,0,0,118.5054305,86.75491895,141.7593263,44.71903039,0,148.9143712,80.941445,57.24035889,0,0,0,0
,,,,,,,,94,46.88556586,42.11018415,78.14260977,32.12529513,30.8229183,59.04108294,54.26570123,74.23547928,75.97198172,84.65449392,0,0,115.0432866,84.22036831,137.6178183,43.41256098,0,144.5638281,78.57673538,55.56807806,0,0,0,0
,,,,,,,,95,45.1345821,40.53754133,75.22430349,30.92554699,29.6718086,56.83614042,52.23909965,71.46308832,73.13473951,81.49299545,0,0,110.7468913,81.07508266,132.4783567,41.79127972,0,139.1649615,75.64221629,53.49283804,0,0,0,0
,,,,,,,,96,43.26459939,38.85801982,72.10766564,29.64426254,28.44246811,54.48134737,50.07476781,68.50228236,70.10467493,78.11663778,0,0,106.1585078,77.71603964,126.9896112,40.05981425,0,133.3991814,72.50826378,51.27656223,0,0,0,0
,,,,,,,,97,41.93861169,37.66708642,69.89768615,28.73571542,27.57075398,52.81158509,48.54005982,66.40280184,67.95608375,75.72249333,0,0,102.9049268,75.33417285,123.0975917,38.83204786,0,129.3107194,70.28600663,49.70502126,0,0,0,0
,,,,,,,,98,41.24161815,37.04108297,68.73603025,28.25814577,27.11254527,51.93388952,47.73335434,65.29922874,66.82669608,74.46403277,0,0,101.1947112,74.08216594,121.0517866,38.18668347,0,127.161656,69.11789709,48.87895485,0,0,0,0
,,,,,,,,99,40.64662364,36.50668975,67.74437274,27.85046435,26.72139147,51.18463718,47.04470329,64.3571541,65.86258461,73.38973713,0,0,99.73477097,73.01337951,119.3053675,37.63576263,0,125.3270896,68.12073036,48.17377617,0,0,0,0
,,,,,,,,100,40.61262395,36.476153,67.68770659,27.82716826,26.69903982,51.14182276,47.0053518,64.30332126,65.80749252,73.32834881,0,0,99.65134581,72.95230599,119.2055722,37.60428144,0,125.2222572,68.0637494,48.13348024,0,0,0,0
,,,,,,,,101,40.90162127,36.7357154,68.16936878,28.02518494,26.8890288,51.5057453,47.33983943,64.76090034,66.2757752,73.85014951,0,0,100.3604596,73.4714308,120.0538328,37.87187154,0,126.1133322,68.54808749,48.47599558,0,0,0,0
,,,,,,,,102,41.59861484,37.36171889,69.33102474,28.50275461,27.34723754,52.38344091,48.14654496,65.8644735,67.40516294,75.10861013,0,0,102.0706753,74.72343777,122.099638,38.51723596,0,128.2623958,69.7161971,49.30206204,0,0,0,0
,,,,,,,,103,42.32960807,38.0182591,70.54934678,29.00362034,27.8277979,53.3039509,48.99260193,67.02187944,68.5896427,76.42845901,0,0,103.8643161,76.0365182,124.2452385,39.19408154,0,130.5162915,70.94128759,50.16842438,0,0,0,0
,,,,,,,,104,41.49661578,37.27010861,69.16102629,28.43286637,27.28018259,52.25499764,48.02849048,65.70297498,67.23988668,74.92444515,0,0,101.8203998,74.54021723,121.8002519,38.42279239,0,127.9478986,69.54525422,49.18117425,0,0,0,0
,,,,,,,,105,42.04061075,37.7586967,70.06768459,28.80560366,27.63780892,52.94002836,48.6581143,66.56430036,68.12136002,75.90665831,0,0,103.1552023,75.51739339,123.3969779,38.92649144,0,129.6252165,70.4569495,49.82590904,0,0,0,0
,,,,,,,,106,42.49960647,38.17094285,70.83267745,29.12010073,27.93955611,53.51802296,49.18935934,67.29104358,68.86510308,76.73540057,0,0,104.2814418,76.3418857,124.7442153,39.35148747,0,131.0404533,71.22619233,50.36990397,0,0,0,0
