UB,LB,TIME
1.3284635468160307e9,1.2849581936533222e9,591.8220000267029
1.3284635468160307e9,1.2861977484413412e9,598.412999868393
1.3284635468160307e9,1.2880041370589743e9,604.970999956131
1.3284635468160307e9,1.2930065762190394e9,612.5629999637604
1.3284635468160307e9,1.2930707434051492e9,616.7339999675751
1.3226198662238088e9,1.2933324512928467e9,623.4229998588562
1.3226198662238088e9,1.2943979482142313e9,630.6989998817444
1.3226198662238088e9,1.2954851350037656e9,634.8689999580383
1.3226198662238088e9,1.2960177819340885e9,642.0289998054504
1.3226198662238088e9,1.2985968583335278e9,649.7300000190735
1.3170900029188666e9,1.2987335744354563e9,654.1769998073578
1.3170900029188666e9,1.2987816242372835e9,662.9119999408722
1.3118412007776647e9,1.2992126989617627e9,669.7479999065399
1.3118412007776647e9,1.3001023533128114e9,673.5169999599457
1.3118353348055923e9,1.301081775047526e9,680.664999961853
1.3118353348055923e9,1.3020971356539679e9,687.9959998130798
1.3118353348055923e9,1.3021269815314105e9,692.6949999332428
1.3118353348055923e9,1.3032730402971945e9,699.6489999294281
1.3106468240104983e9,1.3036078720087967e9,706.970999956131
1.3106468240104983e9,1.3037996402574587e9,711.3429999351501
1.3106468240104983e9,1.3039351273082585e9,718.3019998073578
1.310468837736706e9,1.3044459163705878e9,724.7960000038147
1.309748556579882e9,1.3048374214498065e9,728.7349998950958
1.309748556579882e9,1.3048829629481602e9,735.3539998531342
1.309748556579882e9,1.3049858819544325e9,742.5299999713898
1.3073975665019064e9,1.305071086933188e9,746.7419998645782
1.3073975665019064e9,1.305308074627346e9,753.7039999961853
1.3073975665019064e9,1.3054598796953332e9,760.8559999465942
1.3073975665019064e9,1.305611521255156e9,764.9839999675751
1.3073975665019064e9,1.3058905047475662e9,772.3799998760223
1.3073975665019064e9,1.3060315747475464e9,779.9279999732971
1.3073975665019064e9,1.3060763775647423e9,784.1599998474121
1.3073975665019064e9,1.3060925600184705e9,790.4179999828339
