Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,Demand_MW_z23,Demand_MW_z24
,,,,,,,,15,41.21474517,37.01694706,68.69124196,28.2397328,27.09487877,51.90004948,47.70225136,65.25667986,66.7831519,74.41551212,0,0,101.1287729,74.03389411,120.9729094,38.16180109,0,127.0787976,69.07285997,48.84710539,0,0,0,0
,,,,,,,,16,41.36170214,37.14893618,68.93617023,28.34042554,27.19148937,52.0851064,47.87234044,65.48936172,67.02127661,74.68085108,0,0,101.4893617,74.29787236,121.4042554,38.29787235,0,127.5319149,69.31914896,49.02127661,0,0,0,0
,,,,,,,,17,44.35428005,39.83671449,73.92380008,30.39089559,29.15883226,55.85353784,51.33597228,70.22761008,71.87036119,80.08411676,0,0,108.8322612,79.67342898,130.1880257,41.06877782,0,136.7590302,74.33448786,52.56803562,0,0,0,0
,,,,,,,,18,48.50915389,43.56840673,80.84858981,33.23775359,31.89027709,61.08560119,56.14485404,76.80616032,78.60279565,87.58597229,0,0,119.0270906,87.13681346,142.3833498,44.91588323,0,149.5698911,81.29774864,57.49233053,0,0,0,0
,,,,,,,,19,47.97476496,43.08844631,79.9579416,32.87159821,31.53896585,60.41266699,55.52634833,75.96004452,77.73688767,86.6211034,0,0,117.7158585,86.17689261,140.8148194,44.42107867,0,147.922192,80.40215239,56.85898069,0,0,0,0
,,,,,,,,20,47.18654132,42.38050471,78.64423554,32.33151905,31.0207818,59.42008907,54.61405246,74.71202376,76.45967344,85.19792183,0,0,115.7817912,84.76100941,138.501237,43.69124196,0,145.4918357,79.08114796,55.92478972,0,0,0,0
,,,,,,,,21,45.65017319,41.00061851,76.08362198,31.27882237,30.010762,57.48540327,52.8358486,72.27944088,73.97018804,82.42392381,0,0,112.011999,82.00123702,133.991712,42.26867888,0,140.7547007,76.50630877,54.10390896,0,0,0,0
,,,,,,,,22,42.35032163,38.03686295,70.58386939,29.01781297,27.84141515,53.33003465,49.01657596,67.05467592,68.62320635,76.46585851,0,0,103.915141,76.0737259,124.3060366,39.21326077,0,130.5801584,70.976002,50.19297379,0,0,0,0
,,,,,,,,23,39.07718951,35.09710539,65.12864918,26.77511133,25.68963384,49.20831271,45.2282286,61.87221672,63.31952004,70.55603661,0,0,95.88384462,70.19421078,114.6987877,36.18258288,0,120.488001,65.49047501,46.31370608,0,0,0,0
,,,,,,,,24,37.5541811,33.72921821,62.59030183,25.73156853,24.68839683,47.29045027,43.46548738,59.46078674,60.85168233,67.80616032,0,0,92.14683325,67.45843642,110.228476,34.77238991,0,115.7920584,62.93802573,44.50865908,0,0,0,0
,,,,,,,,25,36.79267689,33.04527462,61.32112815,25.20979713,24.18777833,46.33151905,42.58411677,58.25507174,59.61776348,66.43122216,0,0,90.27832756,66.09054923,107.9933201,34.06729342,0,113.4440871,61.66180109,43.60613557,0,0,0,0
,,,,,,,,26,36.69915883,32.96128154,61.16526472,25.14571994,24.12629886,46.21375556,42.47587828,58.10700148,59.46622959,66.26237011,0,0,90.04886195,65.92256308,107.7188273,33.98070262,0,113.1557397,61.50507174,43.49529935,0,0,0,0
,,,,,,,,27,37.05987135,33.28525482,61.76645225,25.39287481,24.36343394,46.66798614,42.89336962,58.67812964,60.05071747,66.9136566,0,0,90.93394359,66.57050965,108.7775854,34.31469569,0,114.2679367,62.10959921,43.92281049,0,0,0,0
,,,,,,,,28,38.32904501,34.4251608,63.88174168,26.2624938,25.19779811,48.26620483,44.36232061,60.6876546,62.10724886,69.20522016,0,0,94.0481197,68.85032159,112.5028451,35.48985649,0,118.1812221,64.23664025,45.42701631,0,0,0,0
,,,,,,,,29,41.60217714,37.36491835,69.33696189,28.50519545,27.34957941,52.38792676,48.15066798,65.8701138,67.41093518,75.11504205,0,0,102.0794161,74.72983671,122.110094,38.52053439,0,128.2733795,69.72216724,49.30628401,0,0,0,0
,,,,,,,,30,46.27808015,41.56457198,77.13013358,31.70905492,30.42355269,58.27610093,53.56259276,73.2736269,74.98762987,83.55764471,0,0,113.5526967,83.12914397,135.8347352,42.85007421,0,142.6907471,77.55863432,54.84809499,0,0,0,0
,,,,,,,,31,48.2820386,43.36442356,80.47006434,33.08213756,31.74096982,60.79960417,55.88198912,76.44656112,78.23478477,87.17590303,0,0,118.4698169,86.72884712,141.7167244,44.7055913,0,148.869619,80.91712025,57.22315686,0,0,0,0
,,,,,,,,32,46.4116774,41.68456211,77.35279566,31.80059377,30.51138051,58.4443345,53.71721921,73.48515588,75.20410689,83.79886197,0,0,113.8805047,83.36912421,136.2268679,42.97377537,0,143.102672,77.78253342,55.00643247,0,0,0,0
,,,,,,,,33,44.51459673,39.98070262,74.19099455,30.5007422,29.26422563,56.0554181,51.52152399,70.48144482,72.13013359,80.37357743,0,0,109.2256309,79.96140523,130.6585848,41.21721919,0,137.2533399,74.60316674,52.75804057,0,0,0,0
,,,,,,,,34,43.59277584,39.15277089,72.6546264,29.86912419,28.65821375,54.89460661,50.45460167,69.02189508,70.63644233,78.7091786,0,0,106.9637555,78.30554179,127.9528698,40.36368133,0,134.4110588,73.05826321,51.66551211,0,0,0,0
,,,,,,,,35,42.76447302,38.40883225,71.27412171,29.30158337,28.11368134,53.85155862,49.49591785,67.71041562,69.29428499,77.21363185,0,0,104.9313458,76.8176645,125.5216477,39.59673428,0,131.8571252,71.67008905,50.68381988,0,0,0,0
,,,,,,,,36,42.47055913,38.14485404,70.78426522,29.10019792,27.92046017,53.48144483,49.15573974,67.24505196,68.81803563,76.68295399,0,0,104.2101682,76.28970807,124.658956,39.32459179,0,130.9508907,71.17751114,50.33547749,0,0,0,0
,,,,,,,,37,42.16328549,37.86887678,70.27214248,28.88965858,27.7184562,53.09450765,48.80009895,66.75853536,68.32013853,76.12815436,0,0,103.4562098,75.73775357,123.7570509,39.04007916,0,130.0034636,70.66254328,49.97130132,0,0,0,0
,,,,,,,,38,41.7491341,37.49690748,69.58189017,28.60588818,27.44619001,52.57298368,48.32075706,66.10279566,67.64905989,75.38038102,0,0,102.440005,74.99381496,122.5414399,38.65660565,0,128.7264968,69.96845622,49.48045523,0,0,0,0
,,,,,,,,39,41.65561603,37.4129144,69.42602672,28.54181098,27.38471054,52.45522019,48.21251855,65.95472538,67.49752597,75.21152894,0,0,102.2105393,74.82582879,122.266947,38.57001484,0,128.4381494,69.81172686,49.369619,0,0,0,0
,,,,,,,,40,41.73577439,37.48490848,69.55962398,28.5967343,27.43740724,52.55616034,48.30529443,66.08164278,67.6274122,75.35625931,0,0,102.4072242,74.96981696,122.5022267,38.64423554,0,128.6853044,69.94606633,49.4646215,0,0,0,0
,,,,,,,,41,44.07372587,39.58473528,73.45620979,30.19866402,28.97439386,55.5002474,51.0112568,69.7833993,71.41575952,79.57756061,0,0,108.1438644,79.16947055,129.3645472,40.80900544,0,135.8939881,73.86429984,52.23552696,0,0,0,0
,,,,,,,,42,47.94804553,43.0644483,79.91340922,32.85329046,31.5214003,60.3790203,55.49542307,75.91773876,77.6935923,86.57285999,0,0,117.6502969,86.1288966,140.7363929,44.39633846,0,147.8398071,80.35737261,56.82731322,0,0,0,0
,,,,,,,,43,47.60069271,42.75247401,79.33448785,32.61528945,31.29304799,59.94161304,55.09339434,75.36776346,77.13075208,85.94569517,0,0,116.797996,85.50494802,139.7168481,44.07471547,0,146.7688025,79.77523501,56.41563581,0,0,0,0
,,,,,,,,44,46.34487879,41.62456706,77.24146465,31.75482436,30.46746661,58.36021774,53.63990601,73.37939142,75.09586841,83.67825337,0,0,113.7166007,83.24913413,136.0308016,42.91192481,0,142.8967096,77.6705839,54.92726375,0,0,0,0
,,,,,,,,45,44.56803562,40.02869866,74.28005937,30.53735774,29.29935675,56.12271152,51.58337456,70.5660564,72.21672439,80.47006432,0,0,109.3567541,80.05739732,130.8154379,41.26669965,0,137.4181098,74.69272636,52.82137555,0,0,0,0
,,,,,,,,46,41.48193964,37.25692727,69.13656606,28.42281049,27.27053439,52.23651658,48.01150421,65.67973776,67.21610589,74.89794657,0,0,101.7843889,74.51385453,121.7571747,38.40920337,0,127.9026472,69.5206581,49.16378031,0,0,0,0
,,,,,,,,47,38.24888669,34.35316675,63.74814448,26.20757051,25.14510144,48.16526472,44.26954478,60.56073726,61.97736269,69.06048986,0,0,93.85143494,68.7063335,112.2675656,35.41563582,0,117.9340673,64.10230084,45.33201386,0,0,0,0
,,,,,,,,48,36.52548244,32.80529441,60.87580406,25.02671945,24.01212271,45.99505196,42.27486393,57.83201386,59.1848095,65.94878773,0,0,89.62271153,65.61058882,107.2090549,33.81989114,0,112.6202375,61.21400297,43.28946066,0,0,0,0
,,,,,,,,49,35.95101435,32.28933696,59.91835725,24.63310242,23.63446314,45.2716477,41.60997031,56.92243939,58.25395844,64.91155369,0,0,88.21313706,64.57867392,105.5228847,33.28797625,0,110.8489609,60.25123701,42.6086096,0,0,0,0
,,,,,,,,50,35.34982682,31.7493815,58.91637803,24.22117764,23.239238,44.51459674,40.91415141,55.97055913,57.27981198,63.8260762,0,0,86.73800099,63.49876299,103.758288,32.73132113,0,108.9952994,59.24369124,41.89609105,0,0,0,0
,,,,,,,,51,35.65710045,32.02535873,59.42850075,24.43171697,23.44124196,44.9015339,41.26979218,56.45707571,57.77770906,64.38087581,0,0,87.49195943,64.05071747,104.660193,33.01583375,0,109.9427264,59.75865908,42.2602672,0,0,0,0
,,,,,,,,52,36.79267689,33.04527462,61.32112815,25.20979713,24.18777833,46.33151905,42.58411677,58.25507174,59.61776348,66.43122216,0,0,90.27832756,66.09054923,107.9933201,34.06729342,0,113.4440871,61.66180109,43.60613557,0,0,0,0
,,,,,,,,53,39.77189511,35.72105394,66.28649185,27.25111332,26.14633845,50.08312718,46.03228601,62.97216726,64.44520041,71.81036617,0,0,97.58844634,71.44210789,116.7378773,36.82582881,0,122.6300099,66.65475014,47.13706087,0,0,0,0
,,,,,,,,54,44.56803562,40.02869866,74.28005937,30.53735774,29.29935675,56.12271152,51.58337456,70.5660564,72.21672439,80.47006432,0,0,109.3567541,80.05739732,130.8154379,41.26669965,0,137.4181098,74.69272636,52.82137555,0,0,0,0
,,,,,,,,55,46.67887186,41.92454232,77.79811977,31.98367146,30.68703613,58.7808016,54.02647206,73.90821378,75.63706089,84.28129642,0,0,114.5361208,83.84908464,137.0111331,43.22117765,0,143.9265216,78.23033154,55.32310739,0,0,0,0
,,,,,,,,56,45.61009401,40.96462147,76.01682335,31.25136071,29.98441365,57.4349332,52.78946066,72.21598218,73.90524492,82.35155863,0,0,111.9136566,81.92924294,133.8740722,42.23156853,0,140.6311232,76.43913903,54.05640771,0,0,0,0
,,,,,,,,57,44.14052448,39.64473032,73.5675408,30.24443344,29.01830776,55.58436416,51.08857,69.88916376,71.523998,79.6981692,0,0,108.3077684,79.28946064,129.5606135,40.870856,0,136.0999505,73.97624936,52.31469568,0,0,0,0
,,,,,,,,58,43.5526967,39.11677389,72.58782783,29.84166255,28.63186542,54.84413658,50.40821377,68.95843644,70.57149928,78.63681348,0,0,106.8654132,78.23354777,127.8352301,40.32657102,0,134.2874815,72.99109354,51.6180109,0,0,0,0
,,,,,,,,59,43.16526474,38.76880259,71.94210789,29.57619991,28.37716478,54.3562593,49.95979715,68.3450025,69.94371601,77.93728355,0,0,105.91477,77.53760518,126.6980456,39.96783772,0,133.0928996,72.34178627,51.15883228,0,0,0,0
,,,,,,,,60,42.6843147,38.33683821,71.14052451,29.24666007,28.06098467,53.75061852,49.40314202,67.58349828,69.16439882,77.06890155,0,0,104.7346611,76.67367641,125.2863682,39.52251361,0,131.6099703,71.53574964,50.58881743,0,0,0,0
,,,,,,,,61,42.32360217,38.01286491,70.53933695,28.99950519,27.82384957,53.29638792,48.98565066,67.0123701,68.57991092,76.41761503,0,0,103.8495794,76.02572982,124.2276101,39.18852053,0,130.4977734,70.93122215,50.16130627,0,0,0,0
,,,,,,,,62,42.06976746,37.78488373,70.11627909,28.82558141,27.65697675,52.9767442,48.69186048,66.61046514,68.16860468,75.95930235,0,0,103.2267442,75.56976747,123.4825582,38.95348839,0,129.7151163,70.50581398,49.86046513,0,0,0,0
,,,,,,,,63,41.78921324,37.53290449,69.64868874,28.63334981,27.47253834,52.62345371,48.36714496,66.1662543,67.71400294,75.45274613,0,0,102.5383473,75.06580897,122.6590796,38.69371596,0,128.8500742,70.0356259,49.52795644,0,0,0,0
,,,,,,,,64,41.68233549,37.43691244,69.47055916,28.56011876,27.40227611,52.48886692,48.24344386,65.9970312,67.5408214,75.25977242,0,0,102.276101,74.87382487,122.3453736,38.59475509,0,128.5205344,69.85650671,49.40128651,0,0,0,0
,,,,,,,,65,43.25878277,38.85279564,72.09797128,29.64027708,28.43864423,54.47402275,50.06803561,68.49307272,70.09524986,78.10613556,0,0,106.1442355,77.70559127,126.9725383,40.05442849,0,133.3812469,72.49851557,51.26966847,0,0,0,0
,,,,,,,,66,46.77238989,42.00853537,77.95398316,32.04774863,30.74851558,58.89856505,54.13471053,74.056284,75.78859474,84.45014842,0,0,114.7655863,84.01707074,137.2856259,43.30776842,0,144.2148688,78.38706084,55.43394358,0,0,0,0
,,,,,,,,67,45.71697179,41.06061356,76.19495299,31.32459178,30.0546759,57.56952004,52.9131618,72.38520534,74.07842652,82.54453241,0,0,112.175903,82.12122711,134.1877783,42.33052944,0,140.960663,76.61825828,54.18307768,0,0,0,0
,,,,,,,,68,44.20732312,39.7047254,73.67887187,30.29020288,29.06222168,55.66848097,51.16588325,69.99492828,71.63223654,79.81877786,0,0,108.4716725,79.4094508,129.7566799,40.9327066,0,136.305913,74.08819894,52.39386444,0,0,0,0
,,,,,,,,69,43.19198416,38.79280059,71.98664027,29.59450767,28.39473033,54.38990598,49.99072241,68.38730826,69.98701138,77.98552696,0,0,105.9803315,77.58560118,126.776472,39.99257793,0,133.1752845,72.38656605,51.19049975,0,0,0,0
,,,,,,,,70,41.13458685,36.94495301,68.55764476,28.18480951,27.0421821,51.79910937,47.60947553,65.12976252,66.65326574,74.27078182,0,0,100.9320881,73.88990602,120.7376299,38.08758042,0,126.8316428,68.93852056,48.75210294,0,0,0,0
,,,,,,,,71,38.44928255,34.53315192,64.08213758,26.34487878,25.27684316,48.41761506,44.50148443,60.8780307,62.3020782,69.42231571,0,0,94.34314699,69.06630384,112.8557645,35.60118754,0,118.5519545,64.43814945,45.56952006,0,0,0,0
,,,,,,,,72,36.65907966,32.92528451,61.09846611,25.11825829,24.09995052,46.1632855,42.42949035,58.0435428,59.40128649,66.19000495,0,0,89.95051954,65.85056902,107.6011875,33.94359228,0,113.0321623,61.43790203,43.44779812,0,0,0,0
,,,,,,,,73,35.91093518,32.25333993,59.85155864,24.60564077,23.6081148,45.22117764,41.56358239,56.8589807,58.18901534,64.83918852,0,0,88.11479466,64.50667986,105.4052449,33.25086591,0,110.7253835,60.18406729,42.56110836,0,0,0,0
,,,,,,,,74,35.40326571,31.79737753,59.00544285,24.25779317,23.27436912,44.58189015,40.97600198,56.05517071,57.36640277,63.92256309,0,0,86.86912419,63.59475507,103.915141,32.78080158,0,109.1600693,59.33325086,41.95942603,0,0,0,0
,,,,,,,,75,35.68381989,32.04935675,59.47303315,24.45002474,23.45880752,44.9351806,41.30071746,56.49938149,57.82100445,64.42911925,0,0,87.55752103,64.09871351,104.7386195,33.04057397,0,110.0251113,59.80343889,42.29193468,0,0,0,0
,,,,,,,,76,36.15141019,32.46932212,60.25235032,24.77041069,23.76620485,45.52399802,41.84190995,57.23973281,58.57867393,65.27337952,0,0,88.70484909,64.93864424,106.1110836,33.47352796,0,111.4668481,60.5870856,42.84611579,0,0,0,0
,,,,,,,,77,37.848095,33.99319644,63.08015834,25.93295398,24.88161801,47.66056408,43.80566551,59.92615042,61.32793172,68.3368382,0,0,92.86801089,67.98639288,111.0911677,35.04453241,0,116.6982929,63.43060366,44.85700149,0,0,0,0
,,,,,,,,78,40.26620486,36.16501733,67.11034143,27.58980703,26.47130134,50.7055913,46.60440377,63.75482436,65.24616528,72.70286988,0,0,98.801336,72.33003465,118.188768,37.28352302,0,124.1541316,67.48317666,47.72290946,0,0,0,0
,,,,,,,,79,42.40376053,38.08485899,70.67293421,29.05442851,27.87654627,53.39732807,49.07842654,67.1392875,68.70979715,76.56234539,0,0,104.0462643,76.16971798,124.4628897,39.26274123,0,130.7449283,71.06556162,50.25630877,0,0,0,0
,,,,,,,,80,43.31222166,38.90079168,72.18703611,29.67689262,28.47377535,54.54131617,50.12988618,68.5776843,70.18184066,78.20262245,0,0,106.2753587,77.80158336,127.1293914,40.10390895,0,133.5460168,72.58807519,51.33300345,0,0,0,0
,,,,,,,,81,43.08510638,38.69680851,71.80851063,29.52127659,28.32446808,54.25531914,49.86702127,68.2180851,69.81382978,77.79255318,0,0,105.7180851,77.39361701,126.4627659,39.89361702,0,132.8457447,72.2074468,51.06382978,0,0,0,0
,,,,,,,,82,42.53735774,38.20484908,70.89559623,29.14596734,27.96437407,53.5655616,49.23305294,67.35081642,68.92627411,76.80356258,0,0,104.3740722,76.40969816,124.8550223,39.38644235,0,131.156853,71.28946066,50.41464621,0,0,0,0
,,,,,,,,83,41.90945078,37.64089561,69.84908463,28.71573479,27.55158338,52.77486394,48.50630877,66.3566304,67.90883228,75.66984168,0,0,102.8333746,75.28179121,123.011999,38.80504702,0,129.2208066,70.2371351,49.67046018,0,0,0,0
,,,,,,,,84,41.0544285,36.87295893,68.42404749,28.12988619,26.9894854,51.69816922,47.51669965,65.00284512,66.52337951,74.12605145,0,0,100.7354033,73.74591786,120.5023503,38.01335972,0,126.5844879,68.80418109,48.65710044,0,0,0,0
,,,,,,,,85,40.21276597,36.11702128,67.02127661,27.5531915,26.43617022,50.63829788,46.5425532,63.67021278,65.15957448,72.60638299,0,0,98.67021279,72.23404257,118.0319149,37.23404256,0,123.9893617,67.39361704,47.65957448,0,0,0,0
,,,,,,,,86,39.35774368,35.34908461,65.59623947,26.96734289,25.87407224,49.56160316,45.55294408,62.3164275,63.77412171,71.06259276,0,0,96.57224145,70.69816921,115.5222662,36.44235526,0,121.353043,65.96066303,46.64621474,0,0,0,0
,,,,,,,,87,39.21078676,35.21709551,65.35131126,26.86665019,25.77746166,49.37654629,45.38285504,62.0837457,63.53599706,70.79725387,0,0,96.21165269,70.43419103,115.0909204,36.30628404,0,120.8999258,65.7143741,46.47204356,0,0,0,0
,,,,,,,,88,39.61157843,35.57706582,66.01929739,27.1412667,26.04094508,49.88124692,45.8467343,62.71833252,64.18542802,71.52090551,0,0,97.19507671,71.15413163,116.2673182,36.67738744,0,122.1357002,66.38607126,46.94705592,0,0,0,0
,,,,,,,,89,42.19000496,37.89287482,70.31667493,28.90796636,27.73602178,53.12815439,48.83102425,66.80084118,68.36343396,76.17639784,0,0,103.5217714,75.78574964,123.8354775,39.0648194,0,130.0858486,70.70732312,50.00296884,0,0,0,0
,,,,,,,,90,45.73033151,41.07261256,76.21721918,31.33374566,30.06345868,57.58634338,52.92862443,72.40635822,74.1000742,82.56865411,0,0,112.2086838,82.14522512,134.2269916,42.34289954,0,141.0018555,76.64064817,54.19891142,0,0,0,0
,,,,,,,,91,44.78179119,40.22068283,74.63631865,30.68381989,29.43988125,56.3918852,51.83077684,70.90450272,72.56308758,80.85601187,0,0,109.8812469,80.44136566,131.4428501,41.46462147,0,138.0771895,75.05096487,53.07471549,0,0,0,0
,,,,,,,,92,43.69965363,39.24876298,72.83275604,29.94235526,28.72847599,55.02919345,50.57830281,69.19111824,70.80962393,78.90215238,0,0,107.226002,78.49752596,128.2665759,40.46264225,0,134.7405987,73.23738246,51.79218207,0,0,0,0
,,,,,,,,93,42.14992578,37.85687778,70.24987629,28.8805047,27.70967343,53.07768431,48.78463632,66.73738248,68.29849084,76.10403265,0,0,103.423429,75.71375556,123.7178377,39.02770905,0,129.9622711,70.64015339,49.95546759,0,0,0,0
,,,,,,,,94,39.9990104,35.92503711,66.66501733,27.40672935,26.29564572,50.3691242,46.29515092,63.33176646,64.81321129,72.22043544,0,0,98.14571995,71.85007423,117.4045027,37.03612074,0,123.3302821,67.03537853,47.40623454,0,0,0,0
,,,,,,,,95,37.75457694,33.90920337,62.92429491,25.86887679,24.82013855,47.5428006,43.69742702,59.77808016,61.17639782,68.16798615,0,0,92.63854528,67.81840673,110.8166749,34.95794161,0,116.4099456,63.27387432,44.74616527,0,0,0,0
,,,,,,,,96,36.49876299,32.78129639,60.83127165,25.00841168,23.99455715,45.96140525,42.24393864,57.78970807,59.1415141,65.90054429,0,0,89.55714993,65.56259278,107.1306284,33.79515092,0,112.5378525,61.16922316,43.25779317,0,0,0,0
,,,,,,,,97,35.91093518,32.25333993,59.85155864,24.60564077,23.6081148,45.22117764,41.56358239,56.8589807,58.18901534,64.83918852,0,0,88.11479466,64.50667986,105.4052449,33.25086591,0,110.7253835,60.18406729,42.56110836,0,0,0,0
,,,,,,,,98,35.68381989,32.04935675,59.47303315,24.45002474,23.45880752,44.9351806,41.30071746,56.49938149,57.82100445,64.42911925,0,0,87.55752103,64.09871351,104.7386195,33.04057397,0,110.0251113,59.80343889,42.29193468,0,0,0,0
,,,,,,,,99,35.87085601,32.2173429,59.78476002,24.57817912,23.58176645,45.17070757,41.51719446,56.79552202,58.12407224,64.76682335,0,0,88.01645225,64.4346858,105.2876051,33.21375556,0,110.601806,60.11689757,42.51360712,0,0,0,0
,,,,,,,,100,36.5655616,32.84129144,60.94260267,25.0541811,24.03847105,46.04552202,42.32125186,57.89547254,59.2497526,66.02115289,0,0,89.72105393,65.68258288,107.3266947,33.85700148,0,112.7438149,61.28117269,43.3369619,0,0,0,0
,,,,,,,,101,37.88817417,34.02919347,63.14695695,25.96041564,24.90796635,47.71103414,43.85205344,59.9896091,61.39287481,68.40920336,0,0,92.96635329,68.05838694,111.2088075,35.08164275,0,116.8218704,63.49777338,44.90450272,0,0,0,0
,,,,,,,,102,40.306284,36.20101433,67.17714,27.61726867,26.49764967,50.75606133,46.65079167,63.818283,65.31110833,72.775235,0,0,98.89967833,72.40202867,118.3064077,37.32063333,0,124.277709,67.55034633,47.77041067,0,0,0,0
,,,,,,,,103,42.63087581,38.28884216,71.05145968,29.21004454,28.02585354,53.68332509,49.34129145,67.4988867,69.07780803,76.97241466,0,0,104.6035379,76.57768433,125.1295151,39.47303316,0,131.4452004,71.44619002,50.52548244,0,0,0,0
,,,,,,,,104,43.40573973,38.98478476,72.34289956,29.74096982,28.53525483,54.65907967,50.23812469,68.72575458,70.33337457,78.37147452,0,0,106.5048243,77.96956952,127.4038842,40.19049975,0,133.8343642,72.74480456,51.44383969,0,0,0,0
,,,,,,,,105,42.75111331,38.39683325,71.25185552,29.29242949,28.10489856,53.83473528,49.48045522,67.68926274,69.27263731,77.18951014,0,0,104.8985651,76.7936665,125.4824344,39.58436418,0,131.8159327,71.64769916,50.66798614,0,0,0,0
